Suburb,Address,Rooms,Type,Price,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longitude,Regionname,Propertycount,geom,geom_suburb,suburb area
Avondale Heights,2 Arbor Tce,4,h,1155000.0,Nelson,4/06/2016,10.5,3034.0,3.0,2.0,2.0,569.0,-37.7654,144.8655,Western Metropolitan,4502.0,POINT (144.8655 -37.7654),Moonee Valley - West,0.002319174353032621
Avondale Heights,3 Karen Ct,3,h,670000.0,Nelson,4/06/2016,10.5,3034.0,3.0,2.0,2.0,671.0,-37.7593,144.871,Western Metropolitan,4502.0,POINT (144.871 -37.7593),Moonee Valley - West,0.002319174353032621
Avondale Heights,6 Lovett Dr,4,h,1200000.0,Nelson,4/06/2016,10.5,3034.0,4.0,5.0,4.0,673.0,-37.7545,144.8736,Western Metropolitan,4502.0,POINT (144.8736 -37.7545),Moonee Valley - West,0.002319174353032621
Avondale Heights,12 Skewes St,3,h,636000.0,Nelson,4/06/2016,10.5,3034.0,2.0,1.0,2.0,571.0,-37.7605,144.8581,Western Metropolitan,4502.0,POINT (144.8581 -37.7605),Moonee Valley - West,0.002319174353032621
Avondale Heights,68 Thompson St,3,h,680000.0,Nelson,6/08/2016,10.5,3034.0,3.0,1.0,2.0,570.0,-37.7591,144.8542,Western Metropolitan,4502.0,POINT (144.8542 -37.7591),Moonee Valley - West,0.002319174353032621
Avondale Heights,14 Lovett Dr,4,h,1160000.0,Moonee,7/05/2016,10.5,3034.0,4.0,3.0,2.0,789.0,-37.7537,144.8729,Western Metropolitan,4502.0,POINT (144.8729 -37.7537),Moonee Valley - West,0.002319174353032621
Avondale Heights,31 Duke St,3,h,750000.0,Barry,8/10/2016,10.5,3034.0,3.0,1.0,1.0,529.0,-37.7721,144.8576,Western Metropolitan,4502.0,POINT (144.8576 -37.7721),Moonee Valley - West,0.002319174353032621
Avondale Heights,97 Military Rd,3,h,627500.0,Moonee,8/10/2016,10.5,3034.0,3.0,1.0,1.0,550.0,-37.7632,144.8622,Western Metropolitan,4502.0,POINT (144.8622 -37.7632),Moonee Valley - West,0.002319174353032621
Avondale Heights,21 River Dr,3,t,880000.0,Moonee,8/10/2016,10.5,3034.0,3.0,2.0,2.0,339.0,-37.7519,144.8534,Western Metropolitan,4502.0,POINT (144.8534 -37.7519),Moonee Valley - West,0.002319174353032621
Avondale Heights,3 Clive Ct,4,h,950000.0,Moonee,10/12/2016,10.5,3034.0,4.0,3.0,3.0,761.0,-37.7524,144.8714,Western Metropolitan,4502.0,POINT (144.8714 -37.7524),Moonee Valley - West,0.002319174353032621
Avondale Heights,22 Warrick Ct,4,h,1600000.0,Nelson,10/12/2016,10.5,3034.0,4.0,3.0,3.0,1801.0,-37.7532,144.8766,Western Metropolitan,4502.0,POINT (144.8766 -37.7532),Moonee Valley - West,0.002319174353032621
Avondale Heights,2/6 Nelson Ct,2,t,585000.0,Barry,11/02/2017,10.5,3034.0,2.0,1.0,1.0,136.0,-37.7623,144.8613,Western Metropolitan,4502.0,POINT (144.8613 -37.7623),Moonee Valley - West,0.002319174353032621
Avondale Heights,7 Monmouth St,3,h,650000.0,Moonee,15/10/2016,10.5,3034.0,3.0,1.0,3.0,574.0,-37.7627,144.857,Western Metropolitan,4502.0,POINT (144.857 -37.7627),Moonee Valley - West,0.002319174353032621
Avondale Heights,15 River Dr,3,h,725000.0,Moonee,15/10/2016,10.5,3034.0,3.0,1.0,4.0,606.0,-37.752,144.85399999999996,Western Metropolitan,4502.0,POINT (144.854 -37.752),Moonee Valley - West,0.002319174353032621
Avondale Heights,16a Arbor Tce,3,u,665000.0,Brad,16/04/2016,10.5,3034.0,3.0,2.0,1.0,289.0,-37.7644,144.8657,Western Metropolitan,4502.0,POINT (144.8657 -37.7644),Moonee Valley - West,0.002319174353032621
Avondale Heights,40a Herbert St,3,h,560500.0,Nelson,16/04/2016,10.5,3034.0,3.0,1.0,1.0,177.0,-37.7664,144.8583,Western Metropolitan,4502.0,POINT (144.8583 -37.7664),Moonee Valley - West,0.002319174353032621
Avondale Heights,185 Military Rd,3,h,615000.0,Moonee,16/07/2016,10.5,3034.0,3.0,1.0,2.0,649.0,-37.758,144.86,Western Metropolitan,4502.0,POINT (144.86 -37.758),Moonee Valley - West,0.002319174353032621
Avondale Heights,33 Wood St,3,h,845000.0,Nelson,16/07/2016,10.5,3034.0,3.0,1.0,3.0,704.0,-37.7681,144.8592,Western Metropolitan,4502.0,POINT (144.8592 -37.7681),Moonee Valley - West,0.002319174353032621
Avondale Heights,14 Herbert St,3,h,585000.0,Barry,17/09/2016,10.5,3034.0,3.0,1.0,2.0,322.0,-37.7686,144.8576,Western Metropolitan,4502.0,POINT (144.8576 -37.7686),Moonee Valley - West,0.002319174353032621
Avondale Heights,2/10 Military Rd,2,u,440000.0,Nelson,18/03/2017,10.5,3034.0,2.0,1.0,1.0,263.0,-37.7697,144.8657,Western Metropolitan,4502.0,POINT (144.8657 -37.7697),Moonee Valley - West,0.002319174353032621
Avondale Heights,9 Willow Dr,3,h,850000.0,Moonee,18/03/2017,10.5,3034.0,3.0,1.0,2.0,766.0,-37.7522,144.8518,Western Metropolitan,4502.0,POINT (144.8518 -37.7522),Moonee Valley - West,0.002319174353032621
Avondale Heights,8 Westminster Dr,5,h,850000.0,Moonee,18/06/2016,10.5,3034.0,5.0,2.0,4.0,574.0,-37.7639,144.8615,Western Metropolitan,4502.0,POINT (144.8615 -37.7639),Moonee Valley - West,0.002319174353032621
Avondale Heights,8 Herbert St,3,h,705000.0,Nelson,22/05/2016,10.5,3034.0,3.0,1.0,1.0,581.0,-37.7691,144.8575,Western Metropolitan,4502.0,POINT (144.8575 -37.7691),Moonee Valley - West,0.002319174353032621
Avondale Heights,2 Hillman Ct,4,h,1100000.0,Brad,22/05/2016,10.5,3034.0,4.0,3.0,2.0,873.0,-37.7609,144.8639,Western Metropolitan,4502.0,POINT (144.8639 -37.7609),Moonee Valley - West,0.002319174353032621
Avondale Heights,20 Westminster Dr,3,h,892500.0,Nelson,22/05/2016,10.5,3034.0,3.0,1.0,1.0,586.0,-37.7642,144.8603,Western Metropolitan,4502.0,POINT (144.8603 -37.7642),Moonee Valley - West,0.002319174353032621
Avondale Heights,8 Moffat St,3,h,695000.0,HAR,23/04/2016,10.5,3034.0,3.0,1.0,2.0,588.0,-37.771,144.8586,Western Metropolitan,4502.0,POINT (144.8586 -37.771),Moonee Valley - West,0.002319174353032621
Avondale Heights,1/24 Bordeaux St,2,h,522500.0,Nelson,24/09/2016,10.5,3034.0,2.0,1.0,1.0,220.0,-37.756,144.8641,Western Metropolitan,4502.0,POINT (144.8641 -37.756),Moonee Valley - West,0.002319174353032621
Avondale Heights,72 Military Rd,4,h,680000.0,Nelson,24/09/2016,10.5,3034.0,4.0,2.0,2.0,554.0,-37.7649,144.8633,Western Metropolitan,4502.0,POINT (144.8633 -37.7649),Moonee Valley - West,0.002319174353032621
Avondale Heights,1/5 South Tce,3,u,500000.0,Nelson,24/09/2016,10.5,3034.0,3.0,1.0,1.0,260.0,-37.7507,144.8576,Western Metropolitan,4502.0,POINT (144.8576 -37.7507),Moonee Valley - West,0.002319174353032621
Avondale Heights,1/4 Weyburn Pl,2,t,550000.0,Moonee,24/09/2016,10.5,3034.0,2.0,1.0,2.0,158.0,-37.7592,144.8681,Western Metropolitan,4502.0,POINT (144.8681 -37.7592),Moonee Valley - West,0.002319174353032621
Avondale Heights,19 Clarendon St,3,h,730000.0,Jas,25/02/2017,10.5,3034.0,3.0,2.0,2.0,705.0,-37.766,144.8596,Western Metropolitan,4502.0,POINT (144.8596 -37.766),Moonee Valley - West,0.002319174353032621
Avondale Heights,2 Drake Ct,3,h,875000.0,Edward,25/02/2017,10.5,3034.0,3.0,1.0,3.0,812.0,-37.765,144.8578,Western Metropolitan,4502.0,POINT (144.8578 -37.765),Moonee Valley - West,0.002319174353032621
Avondale Heights,11 South Tce,3,h,850000.0,Moonee,25/02/2017,10.5,3034.0,3.0,2.0,8.0,585.0,-37.751,144.8571,Western Metropolitan,4502.0,POINT (144.8571 -37.751),Moonee Valley - West,0.002319174353032621
Avondale Heights,61 Doyle St,3,h,635000.0,Moonee,26/07/2016,10.5,3034.0,3.0,1.0,1.0,597.0,-37.7568,144.8572,Western Metropolitan,4502.0,POINT (144.8572 -37.7568),Moonee Valley - West,0.002319174353032621
Avondale Heights,109 North Rd,4,h,762000.0,Nelson,26/07/2016,10.5,3034.0,4.0,2.0,2.0,589.0,-37.7573,144.8534,Western Metropolitan,4502.0,POINT (144.8534 -37.7573),Moonee Valley - West,0.002319174353032621
Avondale Heights,2/4 Carmyle Ct,2,u,411000.0,Barry,27/11/2016,10.5,3034.0,2.0,1.0,1.0,0.0,-37.7608,144.863,Western Metropolitan,4502.0,POINT (144.863 -37.7608),Moonee Valley - West,0.002319174353032621
Avondale Heights,10 Intervale Dr,4,h,790000.0,Barry,27/11/2016,10.5,3034.0,4.0,2.0,2.0,570.0,-37.7513,144.859,Western Metropolitan,4502.0,POINT (144.859 -37.7513),Moonee Valley - West,0.002319174353032621
Avondale Heights,328 Milleara Rd,4,h,605000.0,Barry,27/11/2016,10.5,3034.0,4.0,1.0,0.0,569.0,-37.7563,144.8601,Western Metropolitan,4502.0,POINT (144.8601 -37.7563),Moonee Valley - West,0.002319174353032621
Avondale Heights,10 Skewes St,3,h,805000.0,Nelson,27/11/2016,10.5,3034.0,3.0,2.0,2.0,593.0,-37.7607,144.8581,Western Metropolitan,4502.0,POINT (144.8581 -37.7607),Moonee Valley - West,0.002319174353032621
Avondale Heights,62 Skewes St,4,h,890000.0,Moonee,27/11/2016,10.5,3034.0,4.0,2.0,4.0,585.0,-37.757,144.8566,Western Metropolitan,4502.0,POINT (144.8566 -37.757),Moonee Valley - West,0.002319174353032621
Avondale Heights,49 Rogerson St,3,h,795000.0,Barry,28/05/2016,10.5,3034.0,3.0,1.0,1.0,549.0,-37.7644,144.8575,Western Metropolitan,4502.0,POINT (144.8575 -37.7644),Moonee Valley - West,0.002319174353032621
Avondale Heights,43 Skewes St,3,h,634000.0,Nelson,28/05/2016,10.5,3034.0,4.0,2.0,1.0,582.0,-37.7584,144.8568,Western Metropolitan,4502.0,POINT (144.8568 -37.7584),Moonee Valley - West,0.002319174353032621
Avondale Heights,63 Doyle St,3,h,642000.0,Moonee,28/08/2016,10.5,3034.0,3.0,1.0,1.0,590.0,-37.7567,144.8572,Western Metropolitan,4502.0,POINT (144.8572 -37.7567),Moonee Valley - West,0.002319174353032621
Avondale Heights,235 Military Rd,3,h,863000.0,Barry,28/08/2016,10.5,3034.0,3.0,2.0,3.0,638.0,-37.7546,144.8585,Western Metropolitan,4502.0,POINT (144.8585 -37.7546),Moonee Valley - West,0.002319174353032621
Avondale Heights,57 North Rd,3,h,740000.0,Moonee,28/08/2016,10.5,3034.0,3.0,1.0,2.0,607.0,-37.7546,144.857,Western Metropolitan,4502.0,POINT (144.857 -37.7546),Moonee Valley - West,0.002319174353032621
Balaclava,18 Linton St,4,h,1819000.0,Gary,3/09/2016,6.6,3183.0,3.0,2.0,1.0,244.0,-37.8668,144.9928,Southern Metropolitan,2952.0,POINT (144.9928 -37.8668),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,7/72 Grosvenor St,2,u,410000.0,hockingstuart,3/12/2016,6.6,3183.0,2.0,1.0,2.0,0.0,-37.8731,144.9958,Southern Metropolitan,2952.0,POINT (144.9958 -37.8731),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,3/88 Grosvenor St,1,u,280000.0,hockingstuart,7/05/2016,6.6,3183.0,1.0,1.0,1.0,0.0,-37.8733,144.997,Southern Metropolitan,2952.0,POINT (144.997 -37.8733),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,1/34 Gourlay St,2,t,1015000.0,Gary,7/11/2016,6.6,3183.0,2.0,1.0,2.0,114.0,-37.8723,144.9961,Southern Metropolitan,2952.0,POINT (144.9961 -37.8723),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,4/9 Gourlay St,2,u,502500.0,Buxton,15/10/2016,6.6,3183.0,2.0,1.0,1.0,0.0,-37.8725,144.9952,Southern Metropolitan,2952.0,POINT (144.9952 -37.8725),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,1/22 Sycamore Gr,2,u,520000.0,Gary,15/10/2016,6.6,3183.0,2.0,1.0,0.0,0.0,-37.8742,144.9972,Southern Metropolitan,2952.0,POINT (144.9972 -37.8742),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,6/23 Gourlay St,2,u,442000.0,Buxton,17/09/2016,6.6,3183.0,2.0,1.0,1.0,0.0,-37.8726,144.9962,Southern Metropolitan,2952.0,POINT (144.9962 -37.8726),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,6 Blenheim St,3,h,1193000.0,McGrath,18/06/2016,6.6,3183.0,3.0,1.0,1.0,178.0,-37.8663,144.9948,Southern Metropolitan,2952.0,POINT (144.9948 -37.8663),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,3/20 Orange Gr,2,u,416000.0,Chisholm,18/06/2016,6.6,3183.0,2.0,1.0,1.0,0.0,-37.8678,144.9966,Southern Metropolitan,2952.0,POINT (144.9966 -37.8678),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,2/360 Carlisle St,2,u,820000.0,Gary,19/11/2016,6.6,3183.0,2.0,1.0,1.0,0.0,-37.8691,144.9974,Southern Metropolitan,2952.0,POINT (144.9974 -37.8691),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,2/19 Camden St,2,u,474000.0,hockingstuart,22/05/2016,6.6,3183.0,2.0,1.0,1.0,0.0,-37.8667,144.9917,Southern Metropolitan,2952.0,POINT (144.9917 -37.8667),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,1/17 Albion St,2,h,981000.0,Buxton,25/02/2017,6.6,3183.0,2.0,1.0,0.0,159.0,-37.874,144.9933,Southern Metropolitan,2952.0,POINT (144.9933 -37.874),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,10 Grosvenor St,3,h,1690000.0,McGrath,25/02/2017,6.6,3183.0,3.0,2.0,2.0,339.0,-37.872,144.9909,Southern Metropolitan,2952.0,POINT (144.9909 -37.872),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,3/33 Gourlay St,2,u,540000.0,McGrath,27/06/2016,6.6,3183.0,2.0,1.0,1.0,483.0,-37.8727,144.9969,Southern Metropolitan,2952.0,POINT (144.9969 -37.8727),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,41 Marlborough St,3,h,1080000.0,Buxton,27/06/2016,6.6,3183.0,3.0,1.0,1.0,157.0,-37.8696,144.9925,Southern Metropolitan,2952.0,POINT (144.9925 -37.8696),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,15/36 Brighton Rd,1,u,500000.0,Biggin,27/11/2016,6.6,3183.0,1.0,1.0,0.0,0.0,-37.87300000000001,144.9907,Southern Metropolitan,2952.0,POINT (144.9907 -37.87300000000001),Port Phillip - St Kilda,0.0008941207488536507
Balaclava,5/11 Albion St,2,u,497500.0,hockingstuart,28/08/2016,6.6,3183.0,2.0,0.0,0.0,0.0,-37.8739,144.9929,Southern Metropolitan,2952.0,POINT (144.9929 -37.8739),Port Phillip - St Kilda,0.0008941207488536507
Balwyn,166 Gordon St,2,h,2100000.0,Marshall,3/09/2016,9.7,3103.0,2.0,1.0,1.0,659.0,-37.8094,145.0807,Southern Metropolitan,5682.0,POINT (145.0807 -37.8094),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,36 Narrak Rd,4,h,1800000.0,Marshall,3/09/2016,9.7,3103.0,4.0,2.0,2.0,715.0,-37.811,145.0958,Southern Metropolitan,5682.0,POINT (145.0958 -37.811),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,2/16 Westminster St,2,t,1255000.0,Noel,3/09/2016,9.7,3103.0,2.0,1.0,1.0,208.0,-37.8128,145.0975,Southern Metropolitan,5682.0,POINT (145.0975 -37.8128),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,2/74 Balwyn Rd,3,u,1070000.0,Philip,3/12/2016,9.7,3103.0,3.0,2.0,2.0,206.0,-37.8161,145.0812,Southern Metropolitan,5682.0,POINT (145.0812 -37.8161),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,112 Belmore Rd,5,h,2570000.0,RT,3/12/2016,9.7,3103.0,5.0,3.0,2.0,715.0,-37.8028,145.0768,Southern Metropolitan,5682.0,POINT (145.0768 -37.8028),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,27 Bevan St,4,h,2400000.0,RW,3/12/2016,9.7,3103.0,4.0,2.0,2.0,744.0,-37.8147,145.0748,Southern Metropolitan,5682.0,POINT (145.0748 -37.8147),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,129 Gordon St,3,h,2200000.0,North,3/12/2016,9.7,3103.0,3.0,3.0,2.0,651.0,-37.8085,145.0764,Southern Metropolitan,5682.0,POINT (145.0764 -37.8085),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,4 Melba Ct,5,h,3250000.0,hockingstuart,3/12/2016,9.7,3103.0,5.0,5.0,2.0,651.0,-37.8071,145.0908,Southern Metropolitan,5682.0,POINT (145.0908 -37.8071),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,5/14 Parring Rd,2,u,806000.0,Noel,3/12/2016,9.7,3103.0,2.0,1.0,1.0,122.0,-37.8124,145.0916,Southern Metropolitan,5682.0,POINT (145.0916 -37.8124),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,349 Union Rd,6,h,4000000.0,Jellis,3/12/2016,9.7,3103.0,6.0,4.0,7.0,2051.0,-37.8051,145.1016,Southern Metropolitan,5682.0,POINT (145.1016 -37.8051),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,3/10 Westminster St,2,h,1215000.0,Jellis,3/12/2016,9.7,3103.0,2.0,2.0,2.0,0.0,-37.8134,145.0972,Southern Metropolitan,5682.0,POINT (145.0972 -37.8134),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,22 Yongala St,5,h,2250000.0,Noel,3/12/2016,9.7,3103.0,5.0,3.0,2.0,600.0,-37.8061,145.0801,Southern Metropolitan,5682.0,POINT (145.0801 -37.8061),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,3/30 Cremorne St,2,u,812000.0,Jellis,4/03/2017,9.7,3103.0,2.0,1.0,1.0,206.0,-37.8092,145.0778,Southern Metropolitan,5682.0,POINT (145.0778 -37.8092),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,9/5 Boston Rd,3,h,1140000.0,Nelson,4/06/2016,9.7,3103.0,3.0,2.0,2.0,175.0,-37.8162,145.0771,Southern Metropolitan,5682.0,POINT (145.0771 -37.8162),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,17 Gordon St,3,h,2330000.0,Marshall,4/06/2016,9.7,3103.0,3.0,2.0,1.0,853.0,-37.807,145.0635,Southern Metropolitan,5682.0,POINT (145.0635 -37.807),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,40 Metung St,5,h,2800000.0,Marshall,4/06/2016,9.7,3103.0,5.0,3.0,2.0,678.0,-37.8048,145.0708,Southern Metropolitan,5682.0,POINT (145.0708 -37.8048),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,4/30 Weir St,2,u,605000.0,Marshall,4/06/2016,9.7,3103.0,2.0,1.0,1.0,0.0,-37.8152,145.0843,Southern Metropolitan,5682.0,POINT (145.0843 -37.8152),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,1/37 Yongala St,3,h,1255000.0,Noel,4/06/2016,9.7,3103.0,3.0,2.0,2.0,308.0,-37.8056,145.0788,Southern Metropolitan,5682.0,POINT (145.0788 -37.8056),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,142 Balwyn Rd,2,h,1850000.0,Fletchers,6/08/2016,9.7,3103.0,3.0,1.0,1.0,1015.0,-37.8074,145.0826,Southern Metropolitan,5682.0,POINT (145.0826 -37.8074),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,9/11 Parring Rd,2,u,805000.0,Noel,6/08/2016,9.7,3103.0,3.0,1.0,1.0,209.0,-37.8125,145.0901,Southern Metropolitan,5682.0,POINT (145.0901 -37.8125),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,4/3 King St,3,h,700000.0,Marshall,7/05/2016,9.7,3103.0,3.0,1.0,1.0,188.0,-37.8065,145.065,Southern Metropolitan,5682.0,POINT (145.065 -37.8065),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,27 Nungerner St,4,h,2130000.0,Jellis,7/05/2016,9.7,3103.0,4.0,2.0,2.0,664.0,-37.8055,145.0699,Southern Metropolitan,5682.0,POINT (145.0699 -37.8055),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,3/18 Weir St,2,h,500000.0,Marshall,7/05/2016,9.7,3103.0,2.0,1.0,1.0,0.0,-37.8162,145.0841,Southern Metropolitan,5682.0,POINT (145.0841 -37.8162),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,3 Westminster St,3,h,2125000.0,Jellis,7/05/2016,9.7,3103.0,3.0,2.0,2.0,699.0,-37.814,145.0966,Southern Metropolitan,5682.0,POINT (145.0966 -37.814),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,13 Naroo St,4,h,1800000.0,Jellis,8/10/2016,9.7,3103.0,3.0,2.0,2.0,577.0,-37.8032,145.0693,Southern Metropolitan,5682.0,POINT (145.0693 -37.8032),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,101/201 Whitehorse Rd,2,u,635000.0,Fletchers,8/10/2016,9.7,3103.0,2.0,1.0,1.0,0.0,-37.8116,145.0724,Southern Metropolitan,5682.0,POINT (145.0724 -37.8116),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,1/252 Union Rd,2,u,526000.0,hockingstuart,10/09/2016,9.7,3103.0,2.0,1.0,1.0,0.0,-37.8144,145.0993,Southern Metropolitan,5682.0,POINT (145.0993 -37.8144),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,9/204 Whitehorse Rd,1,h,390000.0,Jellis,10/09/2016,9.7,3103.0,1.0,1.0,1.0,740.0,-37.8125,145.0775,Southern Metropolitan,5682.0,POINT (145.0775 -37.8125),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,1/18 Belmore Rd,3,h,905000.0,Kay,10/12/2016,9.7,3103.0,3.0,1.0,2.0,281.0,-37.8013,145.0652,Southern Metropolitan,5682.0,POINT (145.0652 -37.8013),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,316 Belmore Rd,4,h,1750000.0,Ascend,10/12/2016,9.7,3103.0,4.0,3.0,2.0,453.0,-37.8044,145.1006,Southern Metropolitan,5682.0,POINT (145.1006 -37.8044),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,11/22 Brenbeal St,2,t,760000.0,Christopher,10/12/2016,9.7,3103.0,2.0,1.0,1.0,121.0,-37.8112,145.0881,Southern Metropolitan,5682.0,POINT (145.0881 -37.8112),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,18 Fitzgerald St,4,h,3180000.0,Kay,10/12/2016,9.7,3103.0,4.0,3.0,4.0,1148.0,-37.8088,145.0991,Southern Metropolitan,5682.0,POINT (145.0991 -37.8088),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,3/3 Iramoo St,3,t,1367000.0,Jellis,10/12/2016,9.7,3103.0,3.0,2.0,2.0,219.0,-37.8125,145.0849,Southern Metropolitan,5682.0,POINT (145.0849 -37.8125),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,18 Metung St,5,h,3600000.0,Marshall,10/12/2016,9.7,3103.0,5.0,3.0,2.0,678.0,-37.8063,145.0705,Southern Metropolitan,5682.0,POINT (145.0705 -37.8063),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,25 Percy St,5,h,2550000.0,Marshall,10/12/2016,9.7,3103.0,5.0,3.0,2.0,642.0,-37.8096,145.0735,Southern Metropolitan,5682.0,POINT (145.0735 -37.8096),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,2/8 Evelina St,4,t,1400000.0,Noel,12/11/2016,9.7,3103.0,4.0,3.0,2.0,241.0,-37.8042,145.1042,Southern Metropolitan,5682.0,POINT (145.1042 -37.8042),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,5 Millah Rd,4,h,3270000.0,Fletchers,12/11/2016,9.7,3103.0,4.0,2.0,4.0,935.0,-37.8157,145.0795,Southern Metropolitan,5682.0,POINT (145.0795 -37.8157),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,6/10 Brenbeal St,2,u,625000.0,Jellis,13/08/2016,9.7,3103.0,2.0,1.0,1.0,115.0,-37.8122,145.0879,Southern Metropolitan,5682.0,POINT (145.0879 -37.8122),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,4/4 Raynes St,2,t,700000.0,Noel,13/08/2016,9.7,3103.0,2.0,1.0,1.0,104.0,-37.8061,145.0878,Southern Metropolitan,5682.0,POINT (145.0878 -37.8061),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,1 Weston St,3,h,1860000.0,Marshall,14/05/2016,9.7,3103.0,3.0,1.0,4.0,671.0,-37.8117,145.0775,Southern Metropolitan,5682.0,POINT (145.0775 -37.8117),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,38 Frederick St,4,h,2730000.0,RT,15/10/2016,9.7,3103.0,4.0,3.0,2.0,674.0,-37.8068,145.0786,Southern Metropolitan,5682.0,POINT (145.0786 -37.8068),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,7 Power St,5,h,2020000.0,Marshall,16/04/2016,9.7,3103.0,5.0,2.0,2.0,611.0,-37.8116,145.0789,Southern Metropolitan,5682.0,POINT (145.0789 -37.8116),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,6/29 Weir St,2,u,460000.0,Jellis,16/04/2016,9.7,3103.0,2.0,1.0,1.0,0.0,-37.8152,145.0839,Southern Metropolitan,5682.0,POINT (145.0839 -37.8152),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,150 Balwyn Rd,4,h,2250000.0,Jellis,16/07/2016,9.7,3103.0,3.0,1.0,2.0,832.0,-37.8068,145.0827,Southern Metropolitan,5682.0,POINT (145.0827 -37.8068),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,3/94 Balwyn Rd,2,u,1053000.0,Fletchers,16/07/2016,9.7,3103.0,2.0,1.0,2.0,231.0,-37.8123,145.0821,Southern Metropolitan,5682.0,POINT (145.0821 -37.8123),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,1/7 Boston Rd,3,h,1800000.0,Marshall,16/07/2016,9.7,3103.0,3.0,2.0,2.0,380.0,-37.8161,145.0772,Southern Metropolitan,5682.0,POINT (145.0772 -37.8161),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,1/32 Yerrin St,3,t,1472000.0,Noel,16/07/2016,9.7,3103.0,3.0,2.0,2.0,306.0,-37.8106,145.0848,Southern Metropolitan,5682.0,POINT (145.0848 -37.8106),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,53 Metung St,3,h,2120000.0,Jellis,17/09/2016,9.7,3103.0,3.0,1.0,2.0,651.0,-37.8036,145.0715,Southern Metropolitan,5682.0,POINT (145.0715 -37.8036),Boroondara  - Camberwell N.,0.0017809429555208707
Balwyn,87 Yerrin St,3,h,1910000.0,Jellis,17/09/2016,9.7,3103.0,3.0,1.0,2.0,697.0,-37.8044,145.0853,Southern Metropolitan,5682.0,POINT (145.0853 -37.8044),Boroondara  - Camberwell N.,0.0017809429555208707
